,businessname,fulladdress,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore
625,TOWN HALL TAP,4810 CHICAGO AVE,44.91576,-93.26303,"[[37046, 200144, 200143, 253162, 263493, 253161, 314702]]","[['2017/05/24', '2017/07/05', '2018/06/12', '2018/08/09', '2018/09/13', '2019/06/25', '2019/07/29']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[92, 100, 88, 92, 100, 82, 100]]"
626,TOWN TALK DINER & GASTROPUB,2707 LAKE ST E,44.94811,-93.23272,"[[37053, 199585, 37054, 233218, 281028]]","[['2017/05/17', '2017/07/19', '2017/11/16', '2018/12/06', '2019/12/05']]","[['Follow-Up', 'Follow-Up', 'Routine', 'Routine', 'Routine']]","[[100, 100, 96, 100, 94]]"
627,TRAVAIL,1930 HENNEPIN AVE,44.96329,-93.2914,[[291949]],[['2019/04/25']],[['Routine']],[[84]]
628,TRIESTE CAFE,10 5TH ST S #GROUND FLR,44.97969,-93.27171,"[[124154, 197710, 47714, 231245, 278470]]","[['2017/05/03', '2017/07/11', '2017/10/20', '2018/11/02', '2019/10/31']]","[['Follow-Up', 'Follow-Up', 'Routine', 'Routine', 'Routine']]","[[86, 94, 100, 100, 100]]"
629,TRUCE,1428 32ND ST W,44.94491,-93.29857,"[[37174, 191938, 246363]]","[['2017/02/28', '2018/03/14', '2019/03/22']]","[['Routine', 'Routine', 'Routine']]","[[96, 94, 100]]"
630,TRUFFLE HILL CHOCOLATES,120 6TH ST S,44.97736,-93.26875,[[279827]],[['2019/01/08']],[['Routine']],[[100]]
631,TURTLE BREAD,4205 34TH ST E,44.94131,-93.21237,"[[43217, 214095, 214094, 270352, 325846]]","[['2017/08/08', '2017/10/05', '2018/09/05', '2019/08/23', '2019/10/24']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[94, 100, 98, 86, 100]]"
632,U GARDEN RESTAURANT,2725 UNIVERSITY AVE SE,44.97236,-93.21699,"[[43409, 204592, 204591, 258047, 258046]]","[['2017/07/18', '2017/08/09', '2018/07/25', '2018/10/01', '2019/07/23']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[82, 100, 76, 96, 96]]"
633,UNCLE FRANKY'S,728 BROADWAY ST NE,44.99852,-93.25139,"[[124404, 124403, 236296, 242536, 235522, 286469, 286468, 339034]]","[['2017/01/24', '2017/12/12', '2018/02/06', '2018/03/13', '2018/12/17', '2019/01/28', '2019/12/16', '2020/01/29']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 92, 94, 100, 90, 94, 90, 92]]"
634,UNION,731 HENNEPIN AVE,44.97709,-93.27537,"[[43565, 224652, 224651, 273210, 273209]]","[['2017/09/07', '2017/11/15', '2018/09/27', '2018/11/09', '2019/09/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[76, 100, 74, 100, 94]]"
635,UPTOWN DINER,2548 HENNEPIN AVE,44.95583,-93.2972,"[[50323, 201873, 201872, 252918]]","[['2017/06/08', '2017/08/10', '2018/06/18', '2019/06/26']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[94, 100, 100, 94]]"
636,UPTOWN PIZZA,323 LAKE ST W,44.94811,-93.28393,"[[249490, 258061, 268873, 271504, 275475, 279861, 258060, 340407]]","[['2018/07/12', '2018/08/22', '2018/08/29', '2018/10/10', '2018/11/14', '2018/12/19', '2020/01/07', '2020/01/22']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 88, 92, 92, 94, 98, 88, 96]]"
637,UPTOWN TAVERN & ROOFTOP,1400 LAGOON AVE,44.94941,-93.29738,"[[50385, 204576, 204575, 257452]]","[['2017/07/01', '2017/09/22', '2018/07/26', '2019/07/25']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[94, 100, 100, 96]]"
638,UPTOWN THEATRE,2906 HENNEPIN AVE,44.94906,-93.29867,"[[50391, 205417, 292608]]","[['2017/07/17', '2019/01/15', '2019/02/26']]","[['Routine', 'Routine', 'Follow-Up']]","[[96, 90, 96]]"
639,URBAN EATERY,2730 LAKE ST W #1ST FL,44.94989,-93.31518,"[[50462, 201972, 224503, 231652, 240486, 201971, 254652, 254651]]","[['2017/06/22', '2017/08/31', '2017/10/27', '2018/01/12', '2018/02/23', '2018/06/29', '2018/09/07', '2019/07/11']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[70, 86, 96, 96, 100, 90, 96, 100]]"
640,VALENTINO CAFE,900 2ND AVE S,44.9737,-93.27186,"[[50559, 201299, 201298, 252597, 252596, 313668]]","[['2017/06/06', '2017/07/05', '2018/06/12', '2018/07/17', '2019/06/11', '2019/07/08']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[98, 96, 86, 100, 86, 96]]"
641,VALERIES TAQUERIA,30 32ND ST E,44.9452,-93.27753,"[[50607, 201812, 201811, 253744, 253743]]","[['2017/06/19', '2017/07/24', '2018/06/19', '2018/08/16', '2019/06/12']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[94, 96, 94, 100, 98]]"
642,VARSITY THEATRE,1308 4TH ST SE,44.98057,-93.23692,"[[240361, 247873]]","[['2018/04/13', '2019/04/17']]","[['Routine', 'Routine']]","[[96, 96]]"
643,VEGAN EAST,2409 LYNDALE AVE S,44.95872,-93.2876,"[[268964, 277246]]","[['2018/10/26', '2019/10/23']]","[['Routine', 'Routine']]","[[96, 100]]"
644,VELLEE DELI,109 7TH ST S #263,44.97593,-93.27064,"[[50660, 192244, 246321, 246320]]","[['2017/03/08', '2018/03/19', '2018/04/23', '2019/03/18']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[98, 92, 100, 94]]"
645,VENTURE ACADEMY,315 27TH AVE SE,44.973,-93.21858,"[[205628, 227143, 246310, 272328, 307355]]","[['2017/09/28', '2018/03/16', '2018/09/20', '2019/03/28', '2019/09/20']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Routine']]","[[92, 100, 100, 100, 98]]"
646,VICTORS 1959 CAFE,3756 GRAND AVE S,44.93423,-93.28462,"[[50819, 232204, 232203, 277119]]","[['2017/10/26', '2017/12/19', '2018/10/24', '2019/11/14']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[80, 100, 96, 94]]"
647,VILLAGE HOUSE QUE VIET,2211 JOHNSON ST NE,45.00994,-93.2369,[[328971]],[['2019/09/16']],[['Routine']],[[100]]
648,VITALIS,1300 NICOLLET MALL,44.97086,-93.27826,"[[234732, 243291, 245972, 243290]]","[['2018/02/13', '2018/03/13', '2018/04/17', '2019/08/19']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[86, 90, 100, 98]]"
649,W MINNEAPOLIS - THE FOSHAY,821 MARQUETTE AVE,44.97448,-93.2718,"[[58445, 208287, 208286, 254897, 254896]]","[['2017/07/19', '2017/08/16', '2018/07/17', '2018/08/15', '2019/07/15']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[80, 96, 92, 100, 96]]"
650,WAFFLE BAR,2758 LYNDALE AVE S,44.95217,-93.28849,"[[246988, 254442]]","[['2018/06/18', '2019/12/23']]","[['Routine', 'Routine']]","[[100, 100]]"
651,WAKAME SUSHI & ASIAN BISTRO,3070 EXCELSIOR BLVD,44.94759,-93.32256,"[[58549, 200239, 205631, 200238, 252847, 252846]]","[['2017/05/24', '2017/07/18', '2017/09/25', '2018/06/07', '2018/07/19', '2019/06/19']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[52, 84, 96, 74, 100, 96]]"
652,WALDORF CITY SCHOOL,2344 NICOLLET AVE,44.95947,-93.27839,"[[58554, 191797, 242936]]","[['2017/02/27', '2018/02/13', '2019/02/19']]","[['Routine', 'Routine', 'Routine']]","[[94, 94, 96]]"
653,WALKIN' DOG,618 2ND AVE S #119 NORTH,44.97622,-93.26974,"[[58725, 190222, 190221, 266933]]","[['2017/02/09', '2017/03/28', '2018/08/22', '2018/10/02']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 92, 94, 100]]"
654,WASABI FUSION CUISINE,903 WASHINGTON AVE S,44.97617,-93.25594,"[[58804, 227823, 265318, 271795, 265317]]","[['2017/08/09', '2018/08/14', '2018/09/12', '2018/10/11', '2019/08/13']]","[['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[88, 88, 94, 96, 100]]"
655,WEDGE TABLE,2412 NICOLLET AVE,44.95847,-93.27838,"[[225879, 233856, 232084, 277701, 237178]]","[['2017/11/02', '2018/01/05', '2018/10/30', '2019/11/04', '2020/01/06']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Routine']]","[[96, 100, 94, 94, 100]]"
656,WHITE CASTLE #26,100 LAKE ST W,44.94864,-93.28019,"[[65383, 233220]]","[['2017/11/06', '2019/05/14']]","[['Routine', 'Routine']]","[[96, 98]]"
657,WHITE CASTLE #29,608 CENTRAL AVE NE,44.98988,-93.25183,"[[65386, 192767, 192766]]","[['2017/03/14', '2017/04/18', '2018/12/17']]","[['Routine', 'Follow-Up', 'Routine']]","[[100, 100, 96]]"
658,WHOLE SUM,824 50TH ST W,44.91253,-93.29044,"[[65555, 199787, 251027, 251026]]","[['2017/05/19', '2018/05/18', '2018/09/02', '2019/06/23']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[94, 84, 100, 94]]"
659,WHOLE SUM KITCHEN,824 50TH ST W,44.91253,-93.29044,"[[65560, 188246, 241385, 241384, 294090, 294089]]","[['2017/01/17', '2018/01/22', '2018/03/09', '2019/01/22', '2019/02/28', '2020/01/22']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[96, 92, 98, 86, 100, 94]]"
660,WILDE CAFE & SPIRITS,65 MAIN ST SE,44.98613,-93.25797,"[[246649, 254016, 254015]]","[['2018/06/14', '2018/07/25', '2019/06/18']]","[['Routine', 'Follow-Up', 'Routine']]","[[90, 96, 96]]"
661,WILLIAMS UPTOWN PUB & PEANUT BAR,2911 HENNEPIN AVE,44.94954,-93.29787,"[[17410, 231995, 231638, 278077]]","[['2017/10/28', '2017/12/29', '2018/10/30', '2019/10/30']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[94, 100, 96, 100]]"
662,WINGS & SEAFOOD TO GO,3404 NICOLLET AVE,44.94108,-93.2782,"[[123987, 235120, 235119, 281257]]","[['2017/12/06', '2018/01/17', '2018/12/11', '2019/12/12']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 100, 94, 92]]"
663,WORLD STREET KITCHEN,2743 LYNDALE AVE S,44.95252,-93.28752,"[[17692, 196530, 17703, 196529, 200881, 252300, 247880, 253597]]","[['2017/04/17', '2017/05/19', '2017/06/06', '2018/04/13', '2018/06/10', '2018/06/24', '2019/04/05', '2019/05/17']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Routine', 'Routine', 'Routine']]","[[96, 100, 100, 100, 96, 100, 94, 98]]"
664,XIN WONG,4749 NICOLLET AVE,44.9163,-93.27759,"[[193223, 197963, 197962, 252314, 252313, 313559]]","[['2017/05/08', '2017/06/08', '2018/06/06', '2018/07/11', '2019/06/12', '2019/07/10']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[86, 100, 88, 100, 90, 100]]"
665,YOGURT LAB,80 8TH ST S #226,44.97609,-93.27207,"[[17955, 194933]]","[['2017/04/10', '2018/09/27']]","[['Routine', 'Routine']]","[[100, 100]]"
666,YOUNG JONI,165 13TH AVE NE,45.00121,-93.26666,"[[192545, 203673, 248845, 252670, 248844, 309405]]","[['2017/04/25', '2018/04/26', '2018/05/25', '2018/06/29', '2019/04/24', '2019/06/04']]","[['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[98, 94, 96, 96, 90, 100]]"
667,ZAKIA DELI,451 STINSON PKWY #B,44.99478,-93.22631,"[[24116, 197062, 247365, 247364]]","[['2017/04/24', '2018/04/02', '2018/05/16', '2019/04/02']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[98, 84, 96, 98]]"
668,ZELINO,831 NICOLLET MALL,44.97499,-93.27322,"[[29397, 205118, 254522]]","[['2017/07/12', '2018/07/12', '2019/07/09']]","[['Routine', 'Routine', 'Routine']]","[[100, 96, 96]]"
669,ZELO,831 NICOLLET MALL,44.97499,-93.27322,"[[29393, 205115, 254521, 254520]]","[['2017/07/12', '2018/07/12', '2018/08/15', '2019/07/09']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 84, 92, 92]]"
670,ZETTAS,2424 NICOLLET AVE,44.95822,-93.27838,[[280882]],[['2019/02/01']],[['Routine']],[[96]]
671,ZUMBRO CAFE,2803 43RD ST W,44.92447,-93.31501,"[[24299, 24300, 236468, 281116]]","[['2017/02/02', '2017/10/25', '2018/12/07', '2020/01/07']]","[['Follow-Up', 'Routine', 'Routine', 'Routine']]","[[100, 80, 96, 96]]"
